업체(시설)명,지도점검일자,점검사항,지도점검구분,소재지주소
(주)씨앤케이다이아몬드,20120518,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 옥인동 16번지 2층 
(재)한국의학연구소한국중부의원,20120518,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 당주동 100번지 세종빌딩 1층(107~109호) 
(주)도서출판서예문인화,20120518,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 내자동 167-2번지 1층2호지하2호 
반도염색,20120515,개선이행에 따른 배출시설 및 방지시설 정상가동여부,기타,서울특별시 종로구 종로6가 97번지 
정원염색,20120515,개선이행에 따른 배출시설 및 방지시설 정상가동여부,기타,서울특별시 종로구 종로6가 32-5번지 1층 
서울대학교병원 암센터,20120510,배출시설 및 방지시설 정상가동여부 시료채취하여 검사의뢰,정기,서울특별시 종로구 연건동 28-21번지 
서울적십자 병원,20120510,배출시설 및 방지시설 정상가동여부 시료채취하여 검사의뢰,정기,서울특별시 종로구 평동 164번지 
서울대학교 암연구소,20120510,배출시설 및 방지시설 정상가동여부 시료채취하여 검사의뢰,정기,서울특별시 종로구 연건동 28번지 
서울대학교 의과대학,20120510,배출시설 및 방지시설 정상가동여부 시료채취하여 검사의뢰,정기,서울특별시 종로구 연건동 28번지 
서울대학교치과병원,20120510,배출시설 및 방지시설 정상가동여부 시료채취하여 검사의뢰,정기,서울특별시 종로구 연건동 275-1번지 
세란병원,20120510,배출시설 및 방지시설 정상가동 여부 시료채취하여 검사의뢰,정기,서울특별시 종로구 무악동 32-2번지 
원일문화사,20120508,폐수배출시설 및 방지시설 적정보관 및 위탁여부 등,정기,서울특별시 종로구 창신동 329-8번지 
태광사,20120508,폐수배출시설 및 방지시설 적정보관 및 위탁여부 등,정기,서울특별시 종로구 창신동 329-17번지 
비젼애드커뮤니케이션,20120508,폐수배출시설 및 방지시설 적정보관 및 위탁여부 등,정기,서울특별시 종로구 창신동 330-30번지 1층 
동남문화사,20120508,폐수배출시설 및 방지시설 적정보관 및 위탁여부 등,정기,서울특별시 종로구 창신동 330-24번지 
종로염색,20120405,페수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 효제동 197-1번지 
종오섬유,20120405,페수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 충신동 206-12번지 
우리염색,20120405,페수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 충신동 188-8번지 
미주염색,20120405,페수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 종로6가 98-2번지 
반도염색,20120405,페수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 종로6가 97번지 
하나염색,20120405,페수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 종로6가 32-1번지 
효제사,20120405,페수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 종로6가 238-32번지 
협동염색,20120405,페수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 종로5가 473번지 
삼원염색,20120405,페수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 종로5가 484번지 
진흥염색,20120405,페수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 종로5가 465번지 
세일염색,20120405,페수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 종로5가 460-2번지 
한국섬유,20120405,배출시설 및 방지시설 정상가동여부,합동,서울특별시 종로구 종로5가 460-1번지 
미주염색,20120405,배출시설 및 방지시설 정상가동여부,합동,서울특별시 종로구 종로5가 459번지 1층 
성신염색,20120405,배출시설 및 방지시설 정상가동여부,합동,서울특별시 종로구 종로5가 456-2번지 1층 
중앙염색,20120405,배출시설 및 방지시설 정상가동여부,합동,서울특별시 종로구 종로5가 447번지 
인디안염색사,20120405,배출시설 및 방지시설 정상가동여부,합동,서울특별시 종로구 종로5가 446번지 
태평양염색,20120405,배출시설 및 방지시설 정상가동여부,합동,서울특별시 종로구 종로5가 444-3번지 1층 
제일염색,20120405,배출시설 및 방지시설 정상가동여부,합동,서울특별시 종로구 종로5가 225-25번지 1층 
신광염색,20120405,배출시설 및 방지시설 정상가동여부,합동,서울특별시 종로구 종로5가 225-19번지 
종암염색,20120405,폐수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 종로5가 471번지 
신아염색,20120405,페수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 종로6가 34번지 
정원염색,20120405,페수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 종로6가 32-5번지 1층 
동원상사,20120405,페수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 효제동 204번지 
대성섬유,20120405,페수배출시설 및 방지시설 정상가동 여부,합동,서울특별시 종로구 충신동 207-13번지 
다래기획,20120327,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 돈의동 154번지 
세종종합상사,20120327,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 돈의동 154번지 
매일기획,20120327,발생폐수 적정보관 및 위탁여부,정기,서울특별시 종로구 와룡동 172-2번지 4층 
경희대학교부설 지구환경연구소,20120312,발생폐수 적정보관 및 위탁여부 등,정기,서울특별시 종로구 권농동 115-3번지 지하1층 
덕흥기념사,20120312,발생폐수 적정보관 및 위탁여부 등,정기,서울특별시 종로구 묘동 30-1번지 
희전부식,20120312,발생폐수 적정보관 및 위탁여부 등,정기,서울특별시 종로구 돈의동 44-1번지 
미주염색,20120131,개선명령 완료 이행보고에 따른 폐수배출시설 점검,기타,서울특별시 종로구 종로5가 459번지 1층 
우리염색,20120131,배출시설 및 방지시설 정상가동여부,정기,서울특별시 종로구 충신동 188-8번지 
삼원염색,20111223,배출허용기준초과 개선완료이행에 따른 정상가동여부 등,기타,서울특별시 종로구 종로5가 484번지 
미주염색,20111223,배출허용기준초과 개선완료이행에 따른 정상가동여부 등,기타,서울특별시 종로구 종로5가 459번지 1층 
대성섬유,20111221,개선완료이행보고에 따른 배출시설 및 방지시설 정상가동여부,기타,서울특별시 종로구 충신동 207-13번지 
중앙염색,20111221,개선완료이행보고에 따른 배출시설 및 방지시설 정상가동여부,기타,서울특별시 종로구 종로5가 447번지 
성신염색,20111221,개선완료이행보고에 따른 배출시설 및 방지시설 정상가동여부,정기,서울특별시 종로구 종로5가 456-2번지 1층 
진흥염색,20111220,개선완료이행에 따른 배출시설 및 방시시설 점검,기타,서울특별시 종로구 종로5가 465번지 
제일염색,20111220,개선완료이행에 따른 배출시설 및 방시시설 점검,기타,서울특별시 종로구 종로5가 225-25번지 1층 
미주염색,20111116,배출시설 및 방지시설 정상가동여부,수시,서울특별시 종로구 종로5가 459번지 1층 
하나염색,20111116,배출시설 및 방지시설 정상가동여부,정기,서울특별시 종로구 종로6가 32-1번지 
알파색채 주식회사,20111107,폐수 적정 처리 등,수시,서울특별시 종로구 평창동 283-1번지 
백양염색,20111104,폐수배출시설 및 방지시설 관리 적정 등,정기,서울특별시 종로구 창신동 421-1번지 
진영염색,20111104,폐수배출시설 및 방지시설 관리 적정 등,정기,서울특별시 종로구 종로6가 33-9번지 
반도염색,20111104,폐수배출시설 및 방지시설 관리 적정 등,정기,서울특별시 종로구 종로6가 97번지 
우리염색,20111104,폐수배출시설 및 방지시설 관리 적정 등,정기,서울특별시 종로구 충신동 188-8번지 
신아염색,20111104,폐수배출시설 및 방지시설 관리 적정 등,정기,서울특별시 종로구 종로6가 34번지 
동원상사,20111104,폐수배출시설 및 방지시설 관리 적정 등,정기,서울특별시 종로구 효제동 204번지 
신광염색,20111104,배출시설 및 방지시설 운영실태 등,정기,서울특별시 종로구 종로5가 225-19번지 
제일염색,20111104,폐수배출시설 및 방지시설 관리 적정 등,정기,서울특별시 종로구 종로5가 225-25번지 1층 
태평양염색,20111104,폐수배출시설 및 방지시설 관리 적정 등,정기,서울특별시 종로구 종로5가 444-3번지 1층 
중앙염색,20111104,폐수배출시설 및 방지시설 관리 적정 등,정기,서울특별시 종로구 종로5가 447번지 
영진염색사,20111104,폐수배출시설 및 방지시설 관리 적정 등,정기,서울특별시 종로구 종로6가 194-5번지 
(주)두양,20111104,폐수배출시설 및 방지시설 관리 적정 등,정기,서울특별시 종로구 종로6가 240-3번지 
한국섬유,20111103,배출시설 및 방지시설 운영실태 등,정기,서울특별시 종로구 종로5가 460-1번지 
세일염색,20111103,배출시설 및 방지시설 운영실태 등,정기,서울특별시 종로구 종로5가 460-2번지 
진흥염색,20111103,배출시설 및 방지시설 운영실태 등,정기,서울특별시 종로구 종로5가 465번지 
대성섬유,20111103,배출시설 및 방지시설 운영실태 등,정기,서울특별시 종로구 충신동 207-13번지 
신풍지퍼,20111103,배출시설 및 방지시설 운영실태 등,정기,서울특별시 종로구 충신동 69-2번지 
종오섬유,20111103,배출시설 및 방지시설 운영실태 등,정기,서울특별시 종로구 충신동 206-12번지 
정원염색,20111103,배출시설 및 방지시설 운영실태 등,정기,서울특별시 종로구 종로6가 32-5번지 1층 
성신염색,20111103,배출시설 및 방지시설 운영실태 등,정기,서울특별시 종로구 종로5가 456-2번지 1층 
한일섬유,20111103,배출시설 및 방지시설 운영실태 등,정기,서울특별시 종로구 종로6가 239-29번지 
종로염색,20111103,배출시설 및 방지시설 운영실태 등,정기,서울특별시 종로구 효제동 197-1번지 
효제사,20111103,배출시설 및 방지시설 운영실태 등,정기,서울특별시 종로구 종로6가 238-32번지 
삼원염색,20111103,배출시설 및 방지시설 운영실태 등,정기,서울특별시 종로구 종로5가 484번지 
협동염색,20111103,배출시설 및 방지시설 운영실태 등,정기,서울특별시 종로구 종로5가 473번지 
인디안염색사,20111103,배출시설 및 방지시설 운영실태 등,정기,서울특별시 종로구 종로5가 446번지 
유진염색,20111103,배출시설 및 방지시설 운영실태 등,정기,서울특별시 종로구 종로5가 248-2번지 
종암염색,20111103,배출시설 및 방지시설 운영실태 등,정기,서울특별시 종로구 종로5가 471번지 
대진상사,20111025,유독물 판매 및 유통실태 등,정기,서울특별시 종로구 묘동 17-1번지 
신광종합상사,20111025,유독물 판매 및 유통실태 등,정기,서울특별시 종로구 봉익동 15번지 
부은상사,20111025,유독물 판매 및 유통실태 등,정기,서울특별시 종로구 종로3가 144-1번지 
경서과학상사,20111025,유독물 판매 및 유통실태 등,정기,서울특별시 종로구 종로3가 147번지 
(주)원일상사,20111025,유독물 판매 및 유통실태 등,정기,서울특별시 종로구 장사동 56번지 
해웅교역,20111025,유독물 판매 및 유통실태 등,정기,서울특별시 종로구 종로3가 125-2번지 
명서산업(주),20111020,유독물 판매 및 유통실태 등,정기,서울특별시 종로구 와룡동 171-1번지 
우리염색,20111020,배출시설 및 방지시설 정상가동여부,수시,서울특별시 종로구 충신동 188-8번지 
성진상사,20111020,유독물 판매 및 유통실태 등,정기,서울특별시 종로구 장사동 233-11번지 12층 
(주)상신랩텍,20111020,유독물 판매 및 유통실태 등,정기,서울특별시 종로구 장사동 233-18번지 
영진화공약품상사,20111020,,정기,서울특별시 종로구 묘동 157-1번지 1층 
금미사,20110930,운영일지 작성 등,정기,서울특별시 종로구 봉익동 141-1번지 세화빌딩 지하 108호
세화사,20110930,운영일지 작성 등,정기,서울특별시 종로구 봉익동 141-1번지 
깨끗한도금,20110930,운영일지 작성 등,정기,서울특별시 종로구 봉익동 14번지 
대광멕기,20110927,운영일지 적정 작성 여부 등,정기,서울특별시 종로구 봉익동 109번지 성보빌딩 202호 
대성도금,20110927,운영일지 적정 작성 여부 등,정기,서울특별시 종로구 봉익동 82번지 
건후사,20110927,운영일지 적정 작성 여부 등,정기,서울특별시 종로구 봉익동 104번지 
알파색채(주),20110926,배출시설 정상가동 여부 등,정기,서울특별시 종로구 평창동 283-1번지 
홍콩멕기,20110926,운영일지 정상 기록 여부 등,정기,서울특별시 종로구 묘동 33번지 2층 
금성멕기,20110926,운영일지 정상 기록 여부 등,정기,서울특별시 종로구 봉익동 96-2번지 
이화사,20110926,운영일지 정상 기록 여부 등,정기,서울특별시 종로구 봉익동 162번지 태일빌딩 2층 
만금사,20110926,운영일지 정상 기록 여부 등,정기,서울특별시 종로구 봉익동 96-2   번지 2층 
대성도금,20110926,운영일지 정상 기록 여부 등,정기,서울특별시 종로구 봉익동 153번지 
태양멕기,20110926,운영일지 정상 기록 여부 등,정기,서울특별시 종로구 봉익동 163번지 대광빌딩304 
종로멕기,20110926,운영일지 정상 기록 여부 등,정기,서울특별시 종로구 봉익동 154번지 
삼화도금,20110926,운영일지 정상 기록 여부 등,정기,서울특별시 종로구 봉익동 100번지 
태성도금,20110926,운영일지 정상 기록 여부 등,정기,서울특별시 종로구 봉익동 11-14번지 
대성,20110926,배출시설 정상가동 여부 등,정기,서울특별시 종로구 관수동 143-7번지 
삼우특수칠,20110926,배출시설 정상가동 여부 등,정기,서울특별시 종로구 관수동 113-1번지 
서울잔넬코팅,20110926,배출시설 정상가동 여부 등,정기,서울특별시 종로구 관수동 140번지 
광명기획,20110926,배출시설 정상가동 여부 등,정기,서울특별시 종로구 관수동 130-2번지 
종로칠,20110926,배출시설 정상가동 여부 등,정기,서울특별시 종로구 관수동 102-2번지 
두리멕기,20110923,방지시설 운영일지 적정 작성여부 등,정기,서울특별시 종로구 봉익동 116번지 종로빌딩 202호 
한양도금,20110923,방지시설 운영일지 적정 작성여부 등,정기,서울특별시 종로구 봉익동 116번지 
양지사,20110923,방지시설 운영일지 적정 작성여부 등,정기,서울특별시 종로구 봉익동 117-2번지 
나라도금,20110922,방지시설 운영일지 적정 작성여부 등,정기,서울특별시 종로구 봉익동 117-2번지 영동빌딩 308 
청지,20110922,방지시설 운영일지 적정 작성여부 등,정기,서울특별시 종로구 봉익동 118-1번지 
수현도금,20110922,방지시설 운영일지 적정 작성여부 등,정기,서울특별시 종로구 봉익동 117-2번지 영동빌딩 213호
골든벨,20110921,폐수 위탁 적정처리 등,정기,서울특별시 종로구 묘동 38번지 2층 
쁘띠,20110921,폐수 위탁 적정처리 등,정기,서울특별시 종로구 묘동 99-1번지 외 1필지(102-1) 
명성멕기,20110921,폐수 위탁 적정처리 등,정기,서울특별시 종로구 봉익동 38-19번지 
골드파트너,20110921,폐수 위탁 적정처리 등,정기,서울특별시 종로구 봉익동 38-9번지 
다보랑,20110901,기타수질오염원 신고사항 이행여부 등,수시,서울특별시 종로구 봉익동 117-2번지 4층 
(주)지앤오코퍼레이션,20110831,연간 실적보고 적정 여부 등,정기,서울특별시 종로구 신문로1가 163번지 광화문오피시아 505-3호 
토탈싸인성수아트,20110830,폐수 적정처리 여부 등,수시,서울특별시 종로구 관수동 77-1번지 
홍예기획,20110830,폐수 적정처리 여부 등,수시,서울특별시 종로구 관수동 28번지 
금광부식,20110830,폐수 적정처리 여부 등,수시,서울특별시 종로구 관수동 106번지 
국제부식,20110830,폐수 적정처리 여부 등,수시,서울특별시 종로구 관수동 106번지 
예원기획,20110830,폐수 적정처리 여부 등,수시,서울특별시 종로구 관수동 39-2번지 
태영,20110830,폐수 적정처리 여부 등,수시,서울특별시 종로구 관수동 39-3번지 
진양기업사,20110830,폐수 적정처리 여부 등,수시,서울특별시 종로구 관수동 21-9번지 
용마,20110830,폐수 적정처리 여부 등,수시,서울특별시 종로구 관수동 40번지 
현대부식,20110830,폐수 적정처리 여부 등,수시,서울특별시 종로구 관수동 44번지 
대우사,20110830,폐수 적정처리 여부 등,수시,서울특별시 종로구 관수동 55번지 
금호부식,20110830,폐수 적정처리 여부 등,수시,서울특별시 종로구 관수동 75번지 
대일부식,20110829,폐수 적정처리 여부 등,수시,서울특별시 종로구 관수동 141번지 
공간부식,20110829,폐수 적정처리 여부 등,수시,서울특별시 종로구 관수동 140번지 
보라기업,20110829,폐수 적정처리 여부 등,수시,서울특별시 종로구 관수동 140번지 
한국부식,20110829,폐수 적정처리 여부 등,수시,서울특별시 종로구 관수동 139번지 
신미기업,20110829,폐수 적정처리 여부 등,수시,서울특별시 종로구 관수동 134-7번지 
청룡부식,20110829,폐수 적정처리 여부 등,수시,서울특별시 종로구 관수동 132번지 
대진부식,20110829,폐수 적정처리 여부 등,수시,서울특별시 종로구 관수동 130-2번지 
관수부식,20110829,폐수 적정처리 여부 등,수시,서울특별시 종로구 관수동 130-2번지 
일조아트기획,20110829,폐수 적정처리 여부 등,수시,서울특별시 종로구 관수동 130-1번지 
진성기획,20110829,폐수 적정처리 여부 등,수시,서울특별시 종로구 관수동 113-2번지 
토탈사인대광부식,20110829,폐수 적정처리 여부 등,수시,서울특별시 종로구 관수동 113-1번지 
종로공예사,20110829,폐수 적정처리 여부 등,수시,서울특별시 종로구 관수동 79-1번지 
삼성세차장,20110825,폐수배출시설 정상가동 여부 등,정기,서울특별시 종로구 효자동 60-1번지 
홍인산업주식회사,20110811,관리대장 작성 등,정기,서울특별시 종로구 옥인동 47-193번지 지하 
거성케미칼,20110811,유독물 판매 대장 작성 등,정기,서울특별시 종로구 충신동 188-10번지 1층 
미래켐상사(주),20110811,유독물 판매 대장 작성 등,정기,서울특별시 종로구 창신동 327-2번지 금호팔레스빌딩 1503호 
(주)엘케이피앤피,20110811,유독물 판매 대장 작성 등,정기,서울특별시 종로구 연건동 198-2번지 현송빌딩 5층 
범성화학공업사,20110811,유독물 판매 대장 작성 등,정기,서울특별시 종로구 관수동 95번지 2층 
서울중부염색공업협동조합,20110811,유독물 판매 대장 작성 등,정기,서울특별시 종로구 연지동 1-1번지 여전도회관 701호 
대양상사,20110811,유독물 판매 대장 작성 등,정기,서울특별시 종로구 연지동 95-1번지 연금빌딩 101호 
삼풍테크(주),20110811,유독물 판매 대장 작성 등,정기,서울특별시 종로구 이화동 211번지 신한빌딩 301호 
만중테크(주),20110811,유독물 판매 대장 작성 등,정기,서울특별시 종로구 숭인동 1421-1번지 401호 
두리알앤지(주),20110811,유독물 판매 대장 작성 등,정기,서울특별시 종로구 구기동 95-16번지 3층 
광양켐텍,20110811,유독물 판매 대장 작성 등,정기,서울특별시 종로구 숭인동 201-17번지 영동빌딩 4층 
삼성화학상사,20110810,유독물판매 관리대장 작성 등,정기,서울특별시 종로구 장사동 32-1번지 
홍인산업주식회사,20110810,유독물운반 관리대장 작성 등,정기,서울특별시 종로구 옥인동 47-193번지 지하 
홍인산업주식회사,20110810,유독물판매 관리대장 작성 등,정기,서울특별시 종로구 옥인동 47-193번지 지하 
경서과학상사,20110810,유독물판매 관리대장 작성 등,정기,서울특별시 종로구 종로3가 147번지 
부은상사,20110810,유독물판매 관리대장 작성 등,정기,서울특별시 종로구 종로3가 144-1번지 
에이알씨(ARC),20110810,유독물판매 관리대장 작성 등,정기,서울특별시 종로구 장사동 192번지 
성진상사,20110810,유독물판매 관리대장 작성 등,정기,서울특별시 종로구 장사동 233-11번지 12층 
(주)원일상사,20110810,유독물판매 관리대장 작성 등,정기,서울특별시 종로구 장사동 56번지 
(주)상신랩텍,20110810,유독물판매 관리대장 작성 등,정기,서울특별시 종로구 장사동 233-18번지 
해웅교역,20110810,유독물판매 관리대장 작성 등,정기,서울특별시 종로구 종로3가 125-2번지 
(주)서브원,20110809,유독물영업 관리대장 작성등,정기,서울특별시 종로구 신문로2가 92번지 LG광화문빌딩 3층 
(주)지티유인터내셔널,20110809,유독물영업 관리대장 작성등,정기,서울특별시 종로구 신문로1가 163번지 광화문오피시아 505-4호 
(주)에버그린물산,20110809,유독물영업 관리대장 작성등,정기,서울특별시 종로구 적선동 156-0번지 쌍용플래티넘 405호
(주)우전,20110809,유독물영업 관리대장 작성등,정기,서울특별시 종로구 수송동 85번지 서머셋팰리스 301호 
종로재료상사,20110809,유독물영업 관리대장 작성등,정기,서울특별시 종로구 봉익동 29-1번지 1층 
신광종합상사,20110809,유독물영업 관리대장 작성등,정기,서울특별시 종로구 봉익동 15번지 
대진상사,20110809,유독물영업 관리대장 작성등,정기,서울특별시 종로구 묘동 17-1번지 
영진화공약품상사,20110809,유독물영업 관리대장 작성등,정기,서울특별시 종로구 묘동 157-1번지 1층 
남영산업,20110809,유독물영업 관리대장 작성등,정기,서울특별시 종로구 당주동 167-1번지 수진빌딩 510호 
(주)지앤오코퍼레이션,20110808,유독물 영업 관리대장 작성 등,정기,서울특별시 종로구 신문로1가 163번지 광화문오피시아 505-3호 
대정화금(주)종로지점,20110808,유독물 영업 관리대장 작성 등,정기,서울특별시 종로구 와룡동 161번지 (2층) 
명서산업(주),20110808,유독물 영업 관리대장 작성 등,정기,서울특별시 종로구 와룡동 171-1번지 
대림화공약품상사,20110808,유독물 영업 관리대장 작성 등,정기,서울특별시 종로구 와룡동 173번지 1층 
서울대학교 병원,20110714,수질 및 방지시설 관리 적정 여부 등,수시,서울특별시 종로구 연건동 28번지 
중앙염색,20110714,수질 및 방지시설 관리 적정 여부 등,수시,서울특별시 종로구 종로5가 447번지 
서울대학교병원 암센터,20110714,수질 및 방지시설 관리 적정 여부 등,수시,서울특별시 종로구 연건동 28-21번지 
대승사,20110627,폐수 위탁처리 적정여부 등,정기,서울특별시 종로구 봉익동 104번지 썬빌딩 B동 501호 
영석수리,20110627,폐수 위탁처리 적정여부 등,정기,서울특별시 종로구 봉익동 162번지 (지하1층) 
천은사,20110627,폐수 위탁처리 적정여부 등,정기,서울특별시 종로구 봉익동 161-1   번지 골드뱅크 303호 
유광쥬얼리,20110627,폐수 위탁처리 적정여부 등,정기,서울특별시 종로구 봉익동 1-4번지 1층 
(주)두양,20110615,폐수배출시설 및 방지시설 정상 가동 여부 등,정기,서울특별시 종로구 종로6가 240-3번지 
신풍지퍼,20110615,폐수배출시설 및 방지시설 정상 가동 여부 등,정기,서울특별시 종로구 충신동 69-2번지 
종오섬유,20110615,폐수배출시설 및 방지시설 정상 가동 여부 등,정기,서울특별시 종로구 충신동 206-12번지 
대성섬유,20110615,폐수배출시설 및 방지시설 정상 가동 여부 등,정기,서울특별시 종로구 충신동 207-13번지 
우리염색,20110615,폐수배출시설 및 방지시설 정상 가동 여부 등,정기,서울특별시 종로구 충신동 188-8번지 
효제사,20110615,폐수배출시설 및 방지시설 정상 가동 여부 등,정기,서울특별시 종로구 종로6가 238-32번지 
미주염색,20110610,폐수배출시설 및 방지시설 운영여부 등,정기,서울특별시 종로구 종로6가 98-2번지 
신아염색,20110610,폐수배출시설 및 방지시설 운영여부 등,정기,서울특별시 종로구 종로6가 34번지 
중앙염색,20110610,폐수배출시설 및 방지시설 운영여부 등,정기,서울특별시 종로구 종로5가 447번지 
태평양염색,20110610,폐수배출시설 및 방지시설 운영여부 등,정기,서울특별시 종로구 종로5가 444-3번지 1층 
종로염색,20110610,폐수배출시설 및 방지시설 운영여부 등,정기,서울특별시 종로구 효제동 197-1번지 
진영염색,20110610,폐수배출시설 및 방지시설 운영여부 등,정기,서울특별시 종로구 종로6가 33-9번지 
종암염색,20110609,폐수배출시설 및 방지지설 정상 가동 여부 등,정기,서울특별시 종로구 종로5가 471번지 
성신염색,20110609,폐수배출시설 및 방지지설 정상 가동 여부 등,정기,서울특별시 종로구 종로5가 456-2번지 1층 
신광염색,20110609,폐수배출시설 및 방지지설 정상 가동 여부 등,정기,서울특별시 종로구 종로5가 225-19번지 
유진염색,20110609,폐수배출시설 및 방지지설 정상 가동 여부 등,정기,서울특별시 종로구 종로5가 248-2번지 
삼원염색,20110609,폐수배출시설 및 방지지설 정상 가동 여부 등,정기,서울특별시 종로구 종로5가 484번지 
세일염색,20110609,폐수배출시설 및 방지지설 정상 가동 여부 등,정기,서울특별시 종로구 종로5가 460-2번지 
서울대학교병원 암센터,20110527,폐수배출시설 및 방지시설 정상가동 여부,정기,서울특별시 종로구 연건동 28-21번지 
북악주유소,20110506,배출시설 및 방지시설 정상가동 여부 등,정기,서울특별시 종로구 평창동 103-1번지 
종로염색,20110506,배출시설 및 방지시설 정상가동 여부 등,정기,서울특별시 종로구 효제동 197-1번지 
우리염색,20110506,배출시설 및 방지시설 정상가동 여부 등,정기,서울특별시 종로구 충신동 188-8번지 
명경주유소,20110506,배출시설 및 방지시설 정상가동 여부 등,정기,서울특별시 종로구 평창동 80-1번지 
국군서울지구병원,20110506,배출시설 및 방지시설 정상가동 여부 등,정기,서울특별시 종로구 삼청동 25-1번지 
장안기업,20110504,폐수 적정처리 등,정기,서울특별시 종로구 돈의동 1번지 
동광기업,20110504,폐수 적정처리 등,정기,서울특별시 종로구 익선동 166-29번지 
동현실업,20110504,폐수 적정처리 등,정기,서울특별시 종로구 묘동 24-1번지 
창신사,20110504,폐수 적정처리 등,정기,서울특별시 종로구 묘동 78번지 
세진종합상사,20110427,변경신고 사항 이행여부 등,정기,서울특별시 종로구 통의동 35-84번지 영연빌딩 410호 
(주)지앤오코퍼레이션,20110414,유독물관리대장 적정 작성 및 관리,정기,서울특별시 종로구 신문로1가 163번지 광화문오피시아 505-3호 
(주)풍원석유,20110414,유독물관리대장 적정작성 및 관리,정기,서울특별시 종로구 신문로1가 24번지 고려빌딩 411호
(주)공리양행,20110414,유독물관리대장 적정 작성 및 관리,정기,서울특별시 종로구 수송동 80번지 코리안리재보험빌딩 811호 
(주)제이아이유,20110414,유독물관리대장 적정 작성 및 관리,정기,서울특별시 종로구 수송동 58번지 두산위브파빌리온 522호 
에이스인터내셔날,20110412,유독물관리대장 작성 및 관리여부,정기,서울특별시 종로구 내수동 75번지 용비어천가 1303호 
(주)근화씨엔피,20110412,유독물관리대장 작성 및 관리여부,정기,서울특별시 종로구 내수동 75번지 용비어천가 1334호 
(주)인피니씨,20110412,유독물관리대장 작성 및 관리여부,정기,서울특별시 종로구 내수동 75번지 용비어천가 807호 
케이에스비,20110406,유독물관리대장 작성 및 관리여부,정기,서울특별시 종로구 청진동 136번지 삼공빌딩 10층 
(주)유니온켐,20110406,유독물관리대장 작성 및 관리여부,정기,서울특별시 종로구 인사동 194-4번지 하나로빌딩 509호 
주식회사 코프람,20110406,유독물관리대장 작성 및 관리여부,정기,서울특별시 종로구 수송동 58번지 218호
비지무역,20110406,유독물관리대장 작성 및 관리여부,정기,서울특별시 종로구 수송동 58번지 두산위브파빌리온 306호 
영광사,20110311,신고사항 이행여부 등,수시,서울특별시 종로구 묘동 68-1번지 외3필지 3층 302호 
국군서울지구병원,20110113,방지시설 적정 관리 여부,정기,서울특별시 종로구 삼청동 25-1번지 
서울대학교 암연구소,20101228,폐수배출시설 및 방지시설 적정운영 여부 등,정기,서울특별시 종로구 연건동 28번지 
(주)에버그린물산,20101228,관리대장 적정기록 여부 등,정기,서울특별시 종로구 적선동 156-0번지 쌍용플래티넘 405호
주식회사 코프람,20101228,관리대장 적정기록 여부 등,정기,서울특별시 종로구 수송동 58번지 218호
(주)제이아이유,20101227,관리대장 적정기록 여부 등,정기,서울특별시 종로구 수송동 58번지 두산위브파빌리온 522호 
비지무역,20101227,관리대장 적정기록 여부 등,정기,서울특별시 종로구 수송동 58번지 두산위브파빌리온 306호 
서울대학교 암연구소,20101220,폐수배출시설 및 방지시설 적정 운영 등,정기,서울특별시 종로구 연건동 28번지 
우리염색,20101209,방지시설 운영 상태,정기,서울특별시 종로구 충신동 188-8번지 
한국스미토모상사(주),20101119,등록사항 변경신고 이행 여부,정기,서울특별시 종로구 서린동 33번지 영풍빌딩 21층 
대성기획,20101117,방지시설 정상작동 여부 등,정기,서울특별시 종로구 묘동 101번지 
서울잔넬코팅,20100928,대기방지시설 정상 작동 여부 등,정기,서울특별시 종로구 관수동 140번지 
대성,20100928,대기방지시설 정상 작동 여부 및 검사의뢰,정기,서울특별시 종로구 관수동 143-7번지 
종로칠,20100928,대기방지시설 정상 작동 여부 및 검사의뢰,정기,서울특별시 종로구 관수동 102-2번지 
알파색채(주),20100928,대기방지시설 정상 작동 여부 및 검사의뢰,정기,서울특별시 종로구 평창동 283-1번지 
삼우특수칠,20100928,대기방지시설 정상 작동 여부 및 검사의뢰,정기,서울특별시 종로구 관수동 113-1번지 
